500 40 1
40
	0	15	1	24	2	44	3	8	4	46	5	78	6	55	7	74	8	100	9	79	10	33	11	55	12	65	13	75	14	67	15	1	16	53	17	28	18	90	19	4	20	79	21	29	22	99	23	17	24	16	25	89	26	20	27	64	28	64	29	97	30	36	31	10	32	33	33	68	34	92	35	16	36	85	37	8	38	22	39	95	
	0	77	1	87	2	27	3	97	4	56	5	86	6	54	7	26	8	8	9	23	10	80	11	12	12	2	13	58	14	79	15	57	16	17	17	100	18	91	19	2	20	21	21	75	22	63	23	98	24	11	25	30	26	61	27	61	28	96	29	21	30	73	31	83	32	72	33	91	34	96	35	13	36	56	37	64	38	58	39	41	
	0	79	1	14	2	5	3	23	4	22	5	83	6	1	7	97	8	43	9	68	10	18	11	1	12	33	13	70	14	77	15	90	16	23	17	50	18	84	19	83	20	82	21	97	22	76	23	44	24	37	25	25	26	8	27	71	28	36	29	82	30	95	31	44	32	33	33	80	34	66	35	34	36	72	37	38	38	14	39	93	
	0	56	1	78	2	90	3	16	4	11	5	91	6	66	7	7	8	27	9	28	10	68	11	11	12	80	13	99	14	74	15	59	16	80	17	30	18	69	19	63	20	29	21	27	22	81	23	61	24	94	25	3	26	43	27	3	28	15	29	92	30	52	31	68	32	62	33	32	34	11	35	55	36	64	37	42	38	34	39	85	
	0	77	1	81	2	73	3	92	4	6	5	19	6	73	7	80	8	5	9	3	10	21	11	2	12	39	13	48	14	88	15	21	16	18	17	74	18	83	19	72	20	12	21	12	22	28	23	59	24	92	25	67	26	51	27	82	28	76	29	2	30	41	31	12	32	37	33	87	34	8	35	42	36	20	37	94	38	92	39	70	
	0	21	1	10	2	32	3	55	4	70	5	76	6	84	7	51	8	21	9	1	10	62	11	53	12	51	13	44	14	70	15	2	16	70	17	68	18	45	19	42	20	6	21	71	22	67	23	60	24	21	25	27	26	5	27	65	28	17	29	76	30	78	31	51	32	79	33	73	34	53	35	91	36	9	37	76	38	24	39	57	
	0	91	1	27	2	4	3	72	4	55	5	84	6	70	7	49	8	57	9	37	10	22	11	98	12	15	13	58	14	75	15	8	16	58	17	65	18	91	19	42	20	9	21	36	22	69	23	41	24	70	25	18	26	48	27	84	28	48	29	67	30	2	31	97	32	73	33	30	34	70	35	39	36	5	37	69	38	40	39	31	
	0	75	1	28	2	8	3	34	4	3	5	59	6	67	7	73	8	97	9	54	10	62	11	96	12	42	13	23	14	87	15	57	16	60	17	62	18	66	19	60	20	73	21	18	22	92	23	12	24	93	25	97	26	12	27	45	28	73	29	6	30	32	31	10	32	34	33	87	34	15	35	75	36	49	37	1	38	13	39	51	
	0	41	1	96	2	10	3	39	4	66	5	4	6	33	7	55	8	85	9	54	10	86	11	7	12	58	13	65	14	47	15	14	16	93	17	24	18	97	19	7	20	86	21	84	22	89	23	100	24	24	25	48	26	65	27	20	28	46	29	57	30	82	31	54	32	6	33	37	34	13	35	16	36	26	37	4	38	31	39	70	
	0	59	1	93	2	64	3	23	4	92	5	43	6	52	7	87	8	64	9	7	10	97	11	83	12	2	13	99	14	5	15	58	16	47	17	41	18	41	19	97	20	26	21	18	22	54	23	85	24	72	25	47	26	64	27	46	28	97	29	34	30	61	31	19	32	31	33	10	34	1	35	46	36	38	37	24	38	17	39	82	
	0	78	1	82	2	40	3	43	4	42	5	74	6	22	7	80	8	34	9	100	10	52	11	74	12	8	13	61	14	25	15	1	16	67	17	96	18	21	19	65	20	24	21	59	22	31	23	91	24	82	25	91	26	56	27	3	28	37	29	81	30	27	31	80	32	88	33	21	34	39	35	47	36	25	37	9	38	58	39	53	
	0	45	1	91	2	80	3	52	4	69	5	1	6	47	7	98	8	19	9	14	10	47	11	65	12	79	13	66	14	13	15	91	16	63	17	38	18	38	19	90	20	85	21	22	22	6	23	1	24	4	25	32	26	70	27	25	28	77	29	5	30	23	31	50	32	53	33	40	34	93	35	2	36	84	37	91	38	12	39	36	
	0	93	1	95	2	63	3	79	4	57	5	20	6	55	7	42	8	2	9	81	10	82	11	36	12	65	13	10	14	49	15	85	16	4	17	55	18	88	19	43	20	90	21	66	22	58	23	83	24	12	25	18	26	81	27	32	28	55	29	34	30	64	31	31	32	88	33	29	34	48	35	54	36	99	37	8	38	40	39	70	
	0	71	1	95	2	25	3	32	4	54	5	81	6	94	7	7	8	67	9	14	10	41	11	48	12	86	13	87	14	71	15	40	16	4	17	85	18	75	19	75	20	91	21	11	22	63	23	66	24	7	25	94	26	6	27	46	28	93	29	39	30	54	31	9	32	90	33	84	34	46	35	62	36	16	37	29	38	20	39	20	
	0	28	1	21	2	62	3	93	4	55	5	17	6	78	7	61	8	32	9	56	10	64	11	78	12	43	13	66	14	72	15	10	16	76	17	65	18	66	19	24	20	10	21	16	22	35	23	89	24	88	25	47	26	9	27	27	28	90	29	59	30	42	31	96	32	86	33	24	34	74	35	4	36	1	37	11	38	67	39	37	
	0	28	1	41	2	26	3	61	4	85	5	46	6	53	7	23	8	51	9	73	10	59	11	63	12	23	13	72	14	61	15	42	16	95	17	14	18	79	19	41	20	61	21	18	22	38	23	63	24	90	25	72	26	57	27	35	28	21	29	94	30	46	31	81	32	16	33	91	34	33	35	4	36	82	37	23	38	28	39	69	
	0	54	1	64	2	34	3	3	4	47	5	79	6	10	7	86	8	5	9	84	10	31	11	62	12	65	13	55	14	38	15	69	16	69	17	63	18	96	19	93	20	43	21	77	22	23	23	93	24	44	25	46	26	76	27	80	28	37	29	54	30	47	31	3	32	78	33	69	34	78	35	16	36	20	37	68	38	31	39	35	
	0	53	1	65	2	46	3	38	4	81	5	93	6	92	7	37	8	76	9	14	10	22	11	11	12	27	13	37	14	17	15	5	16	53	17	50	18	15	19	24	20	4	21	67	22	28	23	67	24	48	25	87	26	56	27	27	28	56	29	76	30	36	31	82	32	67	33	97	34	79	35	95	36	70	37	29	38	74	39	32	
	0	97	1	61	2	44	3	8	4	100	5	29	6	58	7	68	8	81	9	23	10	7	11	52	12	24	13	89	14	64	15	75	16	91	17	56	18	30	19	67	20	87	21	90	22	69	23	55	24	47	25	36	26	30	27	51	28	88	29	70	30	97	31	82	32	86	33	29	34	37	35	8	36	91	37	34	38	8	39	84	
	0	6	1	77	2	99	3	1	4	4	5	72	6	27	7	36	8	43	9	51	10	59	11	84	12	31	13	38	14	34	15	62	16	5	17	18	18	36	19	45	20	90	21	74	22	73	23	11	24	6	25	100	26	86	27	87	28	52	29	35	30	21	31	11	32	59	33	60	34	39	35	37	36	34	37	38	38	97	39	41	
	0	100	1	76	2	81	3	50	4	41	5	21	6	55	7	34	8	38	9	83	10	12	11	70	12	73	13	69	14	70	15	19	16	70	17	15	18	18	19	6	20	30	21	65	22	91	23	65	24	36	25	92	26	36	27	39	28	75	29	12	30	10	31	12	32	98	33	51	34	60	35	62	36	32	37	31	38	39	39	32	
	0	5	1	79	2	10	3	52	4	13	5	60	6	83	7	81	8	96	9	11	10	37	11	24	12	70	13	52	14	11	15	64	16	34	17	25	18	5	19	60	20	74	21	56	22	1	23	79	24	89	25	36	26	36	27	91	28	94	29	15	30	84	31	32	32	97	33	74	34	83	35	89	36	65	37	42	38	46	39	38	
	0	93	1	26	2	28	3	1	4	79	5	19	6	97	7	46	8	75	9	91	10	19	11	14	12	100	13	70	14	40	15	23	16	14	17	87	18	82	19	78	20	84	21	86	22	25	23	82	24	16	25	16	26	67	27	49	28	82	29	44	30	42	31	6	32	90	33	82	34	70	35	81	36	19	37	42	38	65	39	89	
	0	65	1	26	2	57	3	20	4	57	5	93	6	86	7	80	8	56	9	8	10	53	11	29	12	98	13	23	14	29	15	98	16	70	17	17	18	57	19	90	20	92	21	46	22	22	23	40	24	2	25	41	26	39	27	73	28	91	29	62	30	99	31	55	32	26	33	42	34	52	35	50	36	64	37	30	38	58	39	33	
