200 30 1
30
	0	40	1	33	2	81	3	45	4	87	5	99	6	24	7	23	8	61	9	80	10	6	11	24	12	82	13	100	14	16	15	22	16	70	17	45	18	99	19	13	20	40	21	22	22	88	23	38	24	65	25	38	26	81	27	21	28	17	29	26	
	0	65	1	3	2	30	3	25	4	29	5	85	6	74	7	33	8	79	9	84	10	6	11	56	12	44	13	46	14	17	15	83	16	75	17	55	18	21	19	4	20	85	21	69	22	87	23	19	24	52	25	78	26	98	27	5	28	12	29	19	
	0	90	1	100	2	40	3	23	4	48	5	87	6	54	7	30	8	93	9	98	10	54	11	8	12	49	13	12	14	49	15	30	16	5	17	25	18	63	19	74	20	28	21	95	22	46	23	64	24	3	25	52	26	10	27	74	28	52	29	97	
	0	51	1	50	2	30	3	99	4	74	5	79	6	72	7	11	8	29	9	56	10	11	11	18	12	53	13	93	14	86	15	38	16	37	17	56	18	93	19	83	20	8	21	21	22	82	23	13	24	31	25	31	26	65	27	23	28	3	29	18	
	0	5	1	79	2	87	3	73	4	8	5	72	6	67	7	24	8	64	9	25	10	69	11	20	12	89	13	92	14	15	15	48	16	21	17	67	18	66	19	64	20	6	21	4	22	2	23	94	24	47	25	36	26	68	27	92	28	40	29	93	
	0	61	1	1	2	91	3	53	4	80	5	76	6	45	7	7	8	3	9	58	10	94	11	62	12	82	13	69	14	23	15	20	16	46	17	33	18	10	19	20	20	34	21	87	22	84	23	81	24	93	25	22	26	19	27	87	28	20	29	29	
	0	37	1	9	2	57	3	60	4	73	5	100	6	12	7	95	8	97	9	91	10	18	11	61	12	94	13	44	14	45	15	7	16	1	17	31	18	21	19	99	20	22	21	59	22	25	23	100	24	31	25	21	26	81	27	68	28	14	29	82	
	0	75	1	34	2	64	3	73	4	23	5	59	6	59	7	13	8	30	9	67	10	47	11	64	12	32	13	33	14	10	15	80	16	62	17	2	18	10	19	49	20	3	21	92	22	24	23	94	24	62	25	8	26	38	27	45	28	65	29	6	
	0	24	1	56	2	33	3	37	4	56	5	17	6	23	7	62	8	6	9	2	10	43	11	83	12	36	13	7	14	100	15	9	16	99	17	86	18	28	19	87	20	58	21	49	22	2	23	30	24	79	25	11	26	33	27	53	28	5	29	12	
	0	83	1	38	2	54	3	7	4	79	5	40	6	70	7	2	8	89	9	92	10	84	11	45	12	57	13	87	14	56	15	16	16	28	17	38	18	50	19	7	20	75	21	61	22	95	23	20	24	12	25	14	26	81	27	79	28	75	29	61	
	0	86	1	55	2	13	3	85	4	50	5	30	6	53	7	2	8	58	9	35	10	1	11	35	12	15	13	4	14	16	15	92	16	78	17	6	18	34	19	44	20	14	21	13	22	83	23	48	24	79	25	41	26	70	27	60	28	50	29	19	
	0	51	1	96	2	31	3	58	4	68	5	19	6	74	7	5	8	62	9	40	10	35	11	37	12	94	13	61	14	45	15	53	16	38	17	21	18	95	19	66	20	55	21	83	22	3	23	50	24	74	25	81	26	19	27	41	28	36	29	55	
	0	92	1	42	2	17	3	76	4	1	5	96	6	97	7	16	8	49	9	92	10	26	11	48	12	99	13	68	14	46	15	11	16	48	17	46	18	54	19	2	20	51	21	79	22	39	23	90	24	61	25	20	26	41	27	7	28	10	29	55	
	0	34	1	88	2	100	3	15	4	74	5	79	6	51	7	45	8	78	9	95	10	83	11	75	12	25	13	8	14	27	15	99	16	3	17	49	18	79	19	73	20	29	21	39	22	73	23	54	24	54	25	90	26	28	27	57	28	50	29	62	
	0	77	1	12	2	28	3	60	4	11	5	48	6	89	7	56	8	58	9	26	10	32	11	45	12	21	13	54	14	84	15	20	16	38	17	54	18	35	19	62	20	82	21	40	22	53	23	49	24	10	25	66	26	36	27	15	28	100	29	35	
	0	72	1	78	2	24	3	39	4	94	5	12	6	36	7	95	8	83	9	7	10	70	11	19	12	59	13	18	14	21	15	1	16	95	17	46	18	70	19	90	20	12	21	51	22	14	23	85	24	18	25	43	26	13	27	4	28	61	29	57	
	0	22	1	72	2	4	3	100	4	86	5	77	6	92	7	39	8	67	9	70	10	19	11	1	12	70	13	95	14	98	15	70	16	65	17	92	18	33	19	8	20	31	21	3	22	43	23	44	24	25	25	31	26	82	27	65	28	16	29	47	
	0	69	1	84	2	73	3	70	4	97	5	75	6	52	7	65	8	81	9	67	10	96	11	60	12	6	13	45	14	99	15	78	16	35	17	24	18	44	19	79	20	26	21	41	22	75	23	56	24	60	25	13	26	45	27	70	28	56	29	52	
	0	64	1	28	2	20	3	71	4	48	5	39	6	35	7	87	8	10	9	100	10	19	11	14	12	75	13	17	14	7	15	23	16	33	17	30	18	97	19	13	20	61	21	22	22	43	23	66	24	64	25	2	26	7	27	78	28	33	29	73	
	0	21	1	91	2	8	3	23	4	81	5	99	6	65	7	26	8	39	9	69	10	91	11	49	12	24	13	26	14	65	15	16	16	74	17	20	18	39	19	4	20	63	21	13	22	87	23	9	24	95	25	13	26	94	27	24	28	56	29	34	
	0	37	1	50	2	91	3	26	4	66	5	47	6	26	7	88	8	84	9	14	10	32	11	84	12	32	13	45	14	70	15	79	16	88	17	95	18	20	19	6	20	78	21	31	22	23	23	48	24	3	25	53	26	62	27	64	28	6	29	67	
	0	59	1	82	2	49	3	20	4	94	5	85	6	67	7	68	8	45	9	26	10	87	11	29	12	63	13	44	14	68	15	92	16	23	17	19	18	34	19	97	20	72	21	87	22	70	23	68	24	31	25	86	26	70	27	100	28	29	29	94	
	0	72	1	34	2	72	3	34	4	89	5	83	6	17	7	81	8	70	9	19	10	64	11	84	12	27	13	66	14	27	15	81	16	69	17	77	18	88	19	16	20	42	21	94	22	19	23	83	24	90	25	86	26	13	27	54	28	85	29	95	
	0	43	1	80	2	12	3	26	4	18	5	74	6	82	7	67	8	92	9	61	10	5	11	40	12	85	13	96	14	49	15	68	16	49	17	48	18	77	19	33	20	81	21	3	22	48	23	86	24	28	25	76	26	43	27	6	28	75	29	1	
	0	86	1	34	2	25	3	65	4	61	5	10	6	87	7	85	8	54	9	60	10	84	11	33	12	85	13	98	14	33	15	52	16	60	17	49	18	15	19	48	20	20	21	67	22	10	23	80	24	20	25	5	26	23	27	20	28	37	29	91	
	0	26	1	23	2	27	3	86	4	70	5	33	6	20	7	55	8	57	9	25	10	23	11	22	12	68	13	70	14	49	15	17	16	24	17	69	18	28	19	40	20	56	21	73	22	8	23	15	24	3	25	55	26	38	27	7	28	17	29	26	
	0	91	1	35	2	70	3	88	4	35	5	49	6	47	7	96	8	13	9	60	10	10	11	48	12	24	13	33	14	24	15	42	16	79	17	71	18	90	19	22	20	37	21	33	22	42	23	79	24	94	25	62	26	4	27	95	28	31	29	24	
	0	9	1	83	2	70	3	34	4	31	5	28	6	39	7	76	8	67	9	87	10	67	11	66	12	12	13	42	14	57	15	25	16	97	17	16	18	76	19	17	20	71	21	9	22	67	23	20	24	25	25	19	26	57	27	64	28	8	29	21	
	0	42	1	84	2	39	3	49	4	18	5	97	6	60	7	22	8	29	9	84	10	70	11	61	12	15	13	29	14	48	15	33	16	83	17	42	18	90	19	73	20	43	21	37	22	18	23	52	24	26	25	9	26	93	27	8	28	99	29	72	
	0	49	1	57	2	2	3	15	4	56	5	34	6	22	7	95	8	7	9	7	10	98	11	27	12	93	13	66	14	56	15	88	16	22	17	91	18	92	19	40	20	80	21	23	22	49	23	75	24	13	25	68	26	59	27	88	28	63	29	7	
	0	49	1	75	2	10	3	79	4	9	5	1	6	96	7	98	8	67	9	73	10	27	11	71	12	55	13	75	14	67	15	58	16	52	17	11	18	50	19	14	20	66	21	11	22	98	23	21	24	70	25	98	26	95	27	5	28	13	29	25	
	0	50	1	78	2	31	3	16	4	54	5	59	6	75	7	26	8	66	9	75	10	25	11	55	12	99	13	69	14	63	15	74	16	76	17	42	18	12	19	71	20	20	21	12	22	7	23	51	24	89	25	7	26	37	27	71	28	11	29	90	
	0	28	1	12	2	23	3	67	4	60	5	16	6	34	7	68	8	50	9	26	10	46	11	47	12	83	13	40	14	49	15	91	16	14	17	34	18	5	19	1	20	79	21	92	22	56	23	9	24	81	25	100	26	96	27	1	28	91	29	86	
	0	71	1	16	2	76	3	37	4	17	5	41	6	37	7	78	8	59	9	19	10	19	11	73	12	89	13	21	14	50	15	65	16	59	17	39	18	68	19	93	20	2	21	64	22	11	23	89	24	97	25	59	26	3	27	78	28	55	29	76	
	0	28	1	97	2	73	3	71	4	37	5	60	6	61	7	29	8	5	9	43	10	87	11	72	12	67	13	64	14	2	15	50	16	17	17	49	18	90	19	50	20	45	21	13	22	73	23	1	24	45	25	30	26	13	27	68	28	97	29	34	
	0	83	1	39	2	87	3	83	4	26	5	63	6	63	7	61	8	94	9	97	10	97	11	79	12	31	13	79	14	17	15	97	16	61	17	68	18	37	19	92	20	54	21	40	22	6	23	45	24	93	25	14	26	12	27	29	28	10	29	93	
	0	68	1	50	2	19	3	82	4	17	5	6	6	22	7	84	8	39	9	52	10	96	11	79	12	5	13	25	14	51	15	31	16	29	17	1	18	63	19	81	20	6	21	24	22	36	23	44	24	97	25	16	26	7	27	94	28	94	29	19	
	0	2	1	82	2	98	3	15	4	99	5	42	6	94	7	86	8	21	9	33	10	83	11	45	12	24	13	59	14	97	15	61	16	95	17	62	18	95	19	56	20	59	21	97	22	16	23	54	24	57	25	20	26	4	27	68	28	89	29	82	
	0	24	1	7	2	83	3	51	4	9	5	41	6	52	7	90	8	1	9	44	10	99	11	64	12	69	13	45	14	37	15	31	16	92	17	92	18	70	19	42	20	23	21	19	22	86	23	70	24	10	25	61	26	8	27	50	28	82	29	88	
