500 10 1
10
	0	8	1	17	2	85	3	5	4	51	5	31	6	100	7	43	8	61	9	48	
	0	82	1	56	2	86	3	52	4	68	5	94	6	34	7	85	8	31	9	85	
	0	64	1	38	2	96	3	10	4	69	5	70	6	93	7	13	8	33	9	34	
	0	5	1	67	2	38	3	81	4	5	5	25	6	14	7	9	8	91	9	100	
	0	30	1	64	2	20	3	2	4	61	5	55	6	19	7	39	8	5	9	92	
	0	49	1	13	2	63	3	67	4	72	5	50	6	30	7	57	8	4	9	79	
	0	62	1	28	2	72	3	11	4	32	5	7	6	58	7	22	8	57	9	90	
	0	78	1	12	2	5	3	8	4	33	5	30	6	65	7	93	8	3	9	50	
	0	16	1	59	2	94	3	64	4	63	5	12	6	34	7	50	8	68	9	57	
	0	51	1	94	2	18	3	31	4	38	5	15	6	56	7	23	8	53	9	60	
	0	7	1	26	2	41	3	25	4	70	5	22	6	65	7	76	8	1	9	59	
	0	20	1	77	2	86	3	5	4	31	5	91	6	89	7	75	8	91	9	34	
	0	81	1	27	2	31	3	53	4	8	5	20	6	67	7	84	8	40	9	25	
	0	53	1	56	2	9	3	56	4	75	5	64	6	33	7	71	8	74	9	56	
	0	70	1	16	2	58	3	10	4	27	5	56	6	84	7	16	8	76	9	57	
	0	13	1	5	2	47	3	89	4	44	5	16	6	73	7	35	8	75	9	94	
	0	90	1	26	2	2	3	45	4	19	5	4	6	62	7	33	8	34	9	80	
	0	82	1	59	2	20	3	97	4	89	5	90	6	67	7	59	8	32	9	41	
	0	37	1	61	2	85	3	24	4	1	5	16	6	84	7	3	8	61	9	87	
	0	58	1	25	2	54	3	12	4	33	5	87	6	13	7	91	8	33	9	3	
	0	2	1	91	2	73	3	84	4	83	5	21	6	57	7	20	8	66	9	30	
	0	59	1	10	2	48	3	73	4	83	5	19	6	95	7	21	8	38	9	71	
	0	71	1	72	2	20	3	1	4	62	5	76	6	78	7	34	8	38	9	17	
	0	27	1	64	2	84	3	18	4	94	5	96	6	6	7	53	8	85	9	34	
	0	48	1	76	2	29	3	73	4	96	5	33	6	35	7	30	8	6	9	2	
	0	23	1	55	2	36	3	95	4	76	5	9	6	91	7	50	8	44	9	31	
	0	90	1	1	2	6	3	54	4	99	5	83	6	85	7	61	8	17	9	12	
	0	55	1	74	2	70	3	99	4	27	5	76	6	10	7	86	8	65	9	92	
	0	52	1	9	2	33	3	11	4	16	5	8	6	12	7	26	8	14	9	11	
	0	87	1	65	2	23	3	52	4	92	5	18	6	29	7	55	8	3	9	13	
	0	74	1	23	2	17	3	25	4	98	5	10	6	57	7	6	8	42	9	99	
	0	17	1	19	2	71	3	44	4	28	5	96	6	74	7	50	8	62	9	72	
	0	98	1	93	2	47	3	64	4	39	5	45	6	74	7	92	8	46	9	87	
	0	67	1	92	2	55	3	38	4	32	5	95	6	2	7	45	8	22	9	24	
	0	27	1	73	2	66	3	89	4	57	5	1	6	58	7	45	8	71	9	62	
	0	43	1	31	2	43	3	78	4	78	5	1	6	51	7	81	8	44	9	55	
	0	92	1	42	2	5	3	20	4	81	5	64	6	21	7	72	8	29	9	36	
	0	10	1	48	2	63	3	76	4	58	5	75	6	52	7	26	8	70	9	82	
	0	39	1	7	2	59	3	90	4	9	5	32	6	25	7	27	8	46	9	39	
	0	26	1	68	2	16	3	75	4	66	5	51	6	31	7	49	8	10	9	67	
	0	87	1	15	2	93	3	4	4	51	5	15	6	75	7	49	8	7	9	25	
	0	65	1	75	2	77	3	42	4	70	5	46	6	24	7	21	8	86	9	22	
	0	53	1	20	2	12	3	76	4	39	5	44	6	45	7	96	8	90	9	98	
	0	36	1	77	2	97	3	6	4	16	5	72	6	6	7	22	8	55	9	78	
	0	86	1	100	2	49	3	29	4	22	5	22	6	16	7	35	8	96	9	35	
	0	44	1	18	2	68	3	99	4	82	5	88	6	28	7	87	8	63	9	79	
	0	34	1	11	2	51	3	98	4	21	5	81	6	63	7	54	8	42	9	38	
	0	60	1	19	2	42	3	53	4	42	5	79	6	45	7	88	8	9	9	73	
	0	10	1	24	2	20	3	52	4	34	5	33	6	72	7	43	8	59	9	22	
	0	3	1	73	2	2	3	43	4	14	5	94	6	69	7	92	8	81	9	48	
	0	15	1	15	2	63	3	32	4	93	5	55	6	74	7	5	8	68	9	47	
	0	49	1	28	2	61	3	54	4	73	5	79	6	72	7	13	8	45	9	87	
	0	32	1	64	2	78	3	65	4	59	5	86	6	7	7	80	8	28	9	83	
	0	86	1	85	2	99	3	52	4	84	5	1	6	17	7	10	8	88	9	60	
	0	8	1	80	2	24	3	51	4	28	5	71	6	71	7	67	8	86	9	100	
	0	39	1	86	2	79	3	25	4	75	5	43	6	45	7	42	8	81	9	97	
	0	81	1	46	2	71	3	10	4	56	5	58	6	35	7	74	8	41	9	37	
	0	29	1	75	2	4	3	95	4	17	5	75	6	49	7	86	8	87	9	9	
	0	43	1	13	2	72	3	50	4	21	5	56	6	94	7	68	8	99	9	28	
	0	11	1	65	2	47	3	65	4	87	5	49	6	58	7	52	8	80	9	50	
	0	9	1	58	2	99	3	6	4	94	5	7	6	86	7	44	8	68	9	66	
	0	28	1	4	2	88	3	53	4	46	5	99	6	12	7	55	8	28	9	18	
	0	86	1	63	2	7	3	68	4	87	5	25	6	86	7	8	8	38	9	35	
	0	35	1	14	2	33	3	40	4	86	5	77	6	95	7	12	8	77	9	98	
	0	31	1	49	2	95	3	24	4	92	5	20	6	83	7	55	8	50	9	41	
	0	48	1	75	2	62	3	72	4	67	5	62	6	62	7	24	8	93	9	58	
	0	48	1	94	2	44	3	90	4	77	5	47	6	69	7	65	8	38	9	95	
	0	52	1	80	2	83	3	14	4	19	5	85	6	85	7	73	8	12	9	76	
	0	6	1	42	2	19	3	11	4	98	5	62	6	45	7	38	8	97	9	27	
	0	75	1	100	2	4	3	42	4	98	5	86	6	38	7	55	8	84	9	5	
	0	41	1	20	2	21	3	80	4	81	5	68	6	81	7	100	8	49	9	89	
	0	53	1	67	2	24	3	90	4	12	5	92	6	87	7	22	8	43	9	33	
	0	78	1	86	2	97	3	73	4	13	5	22	6	27	7	45	8	86	9	12	
	0	92	1	29	2	37	3	10	4	93	5	60	6	72	7	13	8	43	9	8	
	0	68	1	47	2	46	3	20	4	52	5	21	6	19	7	72	8	37	9	51	
	0	38	1	55	2	39	3	86	4	74	5	33	6	24	7	67	8	25	9	57	
	0	59	1	78	2	76	3	42	4	5	5	65	6	96	7	89	8	36	9	40	
	0	96	1	61	2	40	3	79	4	15	5	67	6	34	7	23	8	9	9	90	
	0	47	1	11	2	30	3	12	4	55	5	81	6	63	7	40	8	85	9	60	
	0	62	1	84	2	88	3	97	4	4	5	38	6	43	7	11	8	42	9	66	
	0	97	1	77	2	90	3	47	4	78	5	42	6	88	7	63	8	75	9	80	
	0	1	1	91	2	86	3	86	4	19	5	96	6	31	7	44	8	99	9	51	
	0	71	1	46	2	72	3	94	4	93	5	45	6	81	7	72	8	96	9	85	
	0	35	1	89	2	47	3	80	4	33	5	83	6	97	7	88	8	60	9	53	
	0	30	1	4	2	87	3	61	4	78	5	49	6	48	7	78	8	13	9	92	
	0	66	1	69	2	39	3	69	4	80	5	21	6	79	7	82	8	2	9	89	
	0	35	1	65	2	54	3	60	4	86	5	89	6	93	7	16	8	11	9	84	
	0	93	1	5	2	10	3	23	4	92	5	62	6	14	7	63	8	95	9	55	
	0	66	1	3	2	13	3	62	4	36	5	72	6	6	7	67	8	8	9	60	
	0	52	1	95	2	69	3	75	4	97	5	44	6	23	7	56	8	47	9	71	
	0	33	1	71	2	22	3	11	4	21	5	57	6	52	7	34	8	11	9	85	
	0	55	1	55	2	55	3	95	4	71	5	34	6	48	7	59	8	54	9	86	
	0	2	1	35	2	54	3	57	4	38	5	86	6	31	7	13	8	41	9	37	
	0	38	1	90	2	47	3	60	4	42	5	43	6	7	7	42	8	46	9	15	
	0	93	1	79	2	83	3	45	4	63	5	38	6	92	7	10	8	28	9	11	
	0	28	1	20	2	43	3	51	4	61	5	7	6	73	7	91	8	67	9	46	
	0	96	1	84	2	39	3	79	4	56	5	68	6	54	7	36	8	78	9	46	
	0	54	1	67	2	75	3	12	4	49	5	3	6	38	7	94	8	1	9	25	
	0	99	1	36	2	96	3	97	4	81	5	60	6	4	7	33	8	75	9	78	
	0	47	1	12	2	96	3	21	4	21	5	45	6	21	7	18	8	99	9	51	
	0	51	1	97	2	57	3	49	4	74	5	9	6	59	7	95	8	16	9	73	
	0	18	1	80	2	63	3	57	4	57	5	59	6	59	7	78	8	31	9	48	
	0	36	1	85	2	77	3	99	4	37	5	20	6	65	7	73	8	21	9	99	
	0	35	1	64	2	19	3	20	4	10	5	42	6	61	7	49	8	18	9	94	
	0	17	1	85	2	41	3	41	4	29	5	74	6	77	7	64	8	93	9	70	
	0	51	1	75	2	59	3	39	4	54	5	39	6	11	7	49	8	42	9	65	
	0	97	1	51	2	55	3	23	4	33	5	17	6	13	7	36	8	89	9	28	
	0	66	1	32	2	78	3	57	4	13	5	82	6	80	7	61	8	70	9	53	
	0	8	1	62	2	59	3	98	4	37	5	30	6	74	7	28	8	67	9	28	
	0	88	1	15	2	81	3	5	4	19	5	39	6	17	7	49	8	11	9	13	
	0	38	1	88	2	76	3	80	4	97	5	64	6	23	7	42	8	22	9	35	
	0	98	1	30	2	30	3	63	4	31	5	22	6	62	7	82	8	37	9	89	
	0	7	1	9	2	44	3	43	4	49	5	65	6	55	7	38	8	91	9	56	
	0	35	1	37	2	52	3	26	4	45	5	60	6	36	7	72	8	65	9	34	
	0	28	1	11	2	67	3	91	4	57	5	21	6	60	7	54	8	9	9	92	
	0	23	1	76	2	25	3	9	4	21	5	51	6	56	7	28	8	74	9	14	
	0	75	1	67	2	70	3	90	4	2	5	89	6	12	7	42	8	54	9	16	
	0	67	1	80	2	53	3	34	4	34	5	95	6	56	7	25	8	74	9	54	
	0	43	1	20	2	36	3	23	4	28	5	10	6	68	7	65	8	58	9	42	
	0	66	1	71	2	61	3	20	4	7	5	26	6	69	7	10	8	24	9	11	
	0	19	1	91	2	87	3	34	4	91	5	91	6	36	7	7	8	43	9	21	
	0	24	1	99	2	48	3	13	4	100	5	94	6	12	7	85	8	96	9	80	
	0	57	1	70	2	54	3	79	4	6	5	73	6	50	7	12	8	64	9	56	
	0	69	1	34	2	51	3	43	4	32	5	84	6	27	7	11	8	83	9	47	
	0	70	1	79	2	54	3	99	4	39	5	7	6	30	7	15	8	10	9	66	
	0	81	1	45	2	79	3	80	4	81	5	76	6	97	7	48	8	36	9	85	
	0	88	1	21	2	6	3	97	4	42	5	55	6	15	7	48	8	96	9	29	
	0	80	1	63	2	61	3	85	4	84	5	56	6	33	7	72	8	12	9	12	
	0	40	1	2	2	24	3	55	4	33	5	1	6	4	7	60	8	81	9	90	
	0	44	1	99	2	73	3	57	4	25	5	62	6	45	7	91	8	82	9	100	
	0	99	1	91	2	22	3	51	4	12	5	9	6	71	7	14	8	14	9	45	
	0	88	1	30	2	4	3	11	4	96	5	78	6	6	7	85	8	64	9	93	
	0	84	1	56	2	55	3	48	4	23	5	25	6	44	7	86	8	99	9	47	
	0	41	1	71	2	72	3	37	4	27	5	50	6	100	7	21	8	39	9	87	
	0	53	1	88	2	24	3	61	4	44	5	2	6	10	7	90	8	23	9	51	
	0	71	1	3	2	30	3	60	4	76	5	59	6	29	7	72	8	77	9	45	
	0	27	1	39	2	70	3	58	4	70	5	20	6	2	7	49	8	100	9	31	
	0	38	1	53	2	27	3	5	4	70	5	1	6	82	7	68	8	77	9	95	
	0	60	1	36	2	22	3	88	4	45	5	4	6	20	7	25	8	71	9	19	
	0	14	1	90	2	23	3	55	4	36	5	87	6	82	7	83	8	30	9	96	
	0	8	1	61	2	67	3	59	4	20	5	59	6	51	7	10	8	57	9	35	
	0	25	1	70	2	20	3	27	4	21	5	54	6	74	7	63	8	98	9	9	
	0	75	1	46	2	56	3	63	4	47	5	55	6	76	7	40	8	48	9	99	
	0	17	1	87	2	84	3	53	4	27	5	46	6	59	7	63	8	7	9	15	
	0	38	1	33	2	35	3	6	4	92	5	41	6	32	7	34	8	78	9	60	
	0	74	1	71	2	79	3	24	4	95	5	50	6	9	7	75	8	12	9	97	
	0	59	1	56	2	81	3	93	4	88	5	9	6	48	7	84	8	61	9	80	
	0	58	1	9	2	99	3	12	4	46	5	52	6	4	7	89	8	87	9	76	
	0	48	1	93	2	77	3	99	4	4	5	49	6	43	7	64	8	34	9	71	
	0	8	1	20	2	16	3	5	4	67	5	83	6	36	7	15	8	30	9	79	
	0	5	1	83	2	28	3	84	4	6	5	14	6	59	7	62	8	87	9	44	
	0	90	1	96	2	84	3	41	4	26	5	78	6	65	7	70	8	72	9	9	
	0	99	1	35	2	67	3	15	4	55	5	59	6	52	7	77	8	61	9	2	
	0	16	1	47	2	45	3	20	4	29	5	15	6	73	7	49	8	5	9	34	
	0	34	1	45	2	4	3	85	4	54	5	47	6	9	7	75	8	7	9	67	
	0	97	1	24	2	95	3	99	4	73	5	1	6	59	7	89	8	22	9	31	
	0	78	1	22	2	34	3	94	4	70	5	41	6	12	7	48	8	38	9	47	
	0	92	1	84	2	89	3	97	4	99	5	60	6	26	7	57	8	39	9	78	
	0	30	1	27	2	56	3	70	4	22	5	87	6	74	7	71	8	57	9	51	
	0	38	1	81	2	22	3	86	4	60	5	74	6	71	7	57	8	39	9	57	
	0	88	1	31	2	1	3	82	4	51	5	48	6	77	7	13	8	61	9	86	
	0	92	1	75	2	9	3	79	4	4	5	75	6	12	7	83	8	4	9	87	
	0	21	1	79	2	40	3	94	4	27	5	12	6	11	7	50	8	46	9	78	
	0	48	1	19	2	11	3	16	4	76	5	46	6	37	7	89	8	60	9	64	
	0	85	1	66	2	34	3	59	4	93	5	6	6	48	7	91	8	73	9	43	
	0	44	1	19	2	10	3	70	4	15	5	43	6	29	7	11	8	47	9	39	
	0	12	1	80	2	5	3	69	4	20	5	40	6	79	7	43	8	91	9	64	
	0	54	1	12	2	84	3	40	4	48	5	5	6	46	7	25	8	81	9	50	
	0	65	1	56	2	96	3	98	4	1	5	99	6	17	7	28	8	14	9	11	
	0	63	1	47	2	24	3	88	4	52	5	13	6	69	7	30	8	52	9	82	
	0	60	1	98	2	24	3	47	4	9	5	54	6	7	7	85	8	23	9	11	
	0	32	1	27	2	5	3	4	4	55	5	29	6	62	7	47	8	9	9	81	
	0	87	1	16	2	91	3	4	4	72	5	10	6	78	7	5	8	12	9	50	
	0	19	1	69	2	69	3	43	4	58	5	35	6	12	7	95	8	33	9	64	
	0	77	1	61	2	91	3	23	4	52	5	44	6	22	7	59	8	24	9	45	
	0	30	1	9	2	1	3	34	4	32	5	69	6	97	7	73	8	52	9	14	
	0	99	1	67	2	47	3	94	4	46	5	46	6	16	7	93	8	61	9	67	
	0	45	1	1	2	64	3	70	4	71	5	38	6	50	7	12	8	72	9	16	
	0	52	1	99	2	74	3	26	4	67	5	5	6	57	7	55	8	54	9	54	
	0	64	1	88	2	68	3	19	4	28	5	24	6	70	7	76	8	94	9	20	
	0	4	1	30	2	36	3	4	4	31	5	95	6	32	7	48	8	83	9	9	
	0	86	1	40	2	34	3	89	4	55	5	74	6	21	7	1	8	82	9	21	
	0	9	1	32	2	87	3	91	4	15	5	97	6	87	7	80	8	2	9	72	
	0	56	1	70	2	74	3	56	4	85	5	10	6	83	7	24	8	30	9	60	
	0	27	1	57	2	58	3	48	4	93	5	20	6	2	7	22	8	51	9	14	
	0	12	1	11	2	3	3	75	4	100	5	82	6	18	7	5	8	67	9	33	
	0	97	1	18	2	45	3	45	4	50	5	17	6	57	7	25	8	47	9	80	
	0	69	1	56	2	90	3	86	4	11	5	27	6	74	7	23	8	43	9	25	
	0	25	1	24	2	74	3	97	4	63	5	41	6	17	7	26	8	42	9	79	
	0	4	1	71	2	1	3	16	4	3	5	46	6	11	7	33	8	95	9	11	
	0	69	1	55	2	36	3	46	4	37	5	58	6	82	7	65	8	80	9	7	
	0	11	1	37	2	35	3	3	4	45	5	40	6	50	7	15	8	97	9	99	
	0	88	1	51	2	63	3	98	4	3	5	91	6	13	7	89	8	87	9	44	
	0	31	1	52	2	99	3	54	4	53	5	75	6	30	7	38	8	78	9	30	
	0	100	1	84	2	3	3	100	4	46	5	51	6	28	7	7	8	64	9	88	
	0	43	1	57	2	82	3	65	4	84	5	79	6	70	7	10	8	14	9	49	
	0	42	1	2	2	54	3	70	4	5	5	21	6	22	7	50	8	7	9	35	
	0	36	1	55	2	86	3	21	4	82	5	35	6	61	7	8	8	40	9	34	
	0	60	1	77	2	93	3	23	4	98	5	13	6	57	7	89	8	100	9	70	
	0	87	1	16	2	34	3	36	4	35	5	15	6	48	7	79	8	29	9	9	
	0	27	1	75	2	22	3	35	4	6	5	31	6	15	7	49	8	72	9	14	
	0	72	1	57	2	91	3	9	4	41	5	39	6	83	7	83	8	93	9	16	
	0	62	1	46	2	56	3	4	4	88	5	36	6	23	7	46	8	52	9	60	
	0	84	1	50	2	50	3	32	4	23	5	43	6	15	7	81	8	34	9	60	
	0	63	1	93	2	28	3	61	4	69	5	30	6	13	7	91	8	6	9	71	
	0	49	1	84	2	67	3	12	4	10	5	50	6	41	7	3	8	37	9	3	
	0	9	1	97	2	76	3	22	4	100	5	77	6	64	7	37	8	98	9	87	
	0	34	1	74	2	22	3	10	4	77	5	1	6	14	7	52	8	59	9	56	
	0	65	1	1	2	7	3	58	4	17	5	36	6	43	7	78	8	12	9	77	
	0	34	1	63	2	82	3	38	4	30	5	61	6	38	7	97	8	4	9	47	
	0	14	1	54	2	65	3	88	4	5	5	87	6	38	7	18	8	9	9	80	
	0	4	1	61	2	17	3	81	4	62	5	21	6	93	7	27	8	72	9	91	
	0	41	1	83	2	72	3	13	4	72	5	90	6	44	7	50	8	30	9	46	
	0	76	1	56	2	40	3	54	4	73	5	90	6	65	7	73	8	35	9	50	
	0	50	1	89	2	24	3	12	4	15	5	44	6	55	7	57	8	54	9	8	
	0	64	1	38	2	100	3	95	4	46	5	61	6	46	7	86	8	63	9	67	
	0	82	1	83	2	11	3	45	4	96	5	34	6	68	7	88	8	92	9	68	
	0	17	1	39	2	51	3	28	4	71	5	47	6	14	7	72	8	73	9	27	
	0	50	1	64	2	93	3	15	4	73	5	70	6	25	7	72	8	37	9	21	
	0	11	1	54	2	61	3	55	4	25	5	56	6	70	7	67	8	84	9	33	
