500 50 1
50
	0	16	1	93	2	13	3	93	4	11	5	27	6	40	7	51	8	61	9	8	10	66	11	4	12	58	13	16	14	84	15	54	16	94	17	25	18	27	19	9	20	68	21	26	22	32	23	86	24	49	25	62	26	45	27	97	28	41	29	86	30	97	31	91	32	82	33	81	34	37	35	29	36	42	37	25	38	15	39	60	40	10	41	44	42	80	43	46	44	89	45	79	46	31	47	23	48	25	49	84	
	0	73	1	61	2	31	3	39	4	32	5	10	6	62	7	49	8	4	9	59	10	58	11	40	12	76	13	95	14	36	15	39	16	46	17	42	18	9	19	82	20	38	21	56	22	77	23	36	24	17	25	74	26	37	27	37	28	43	29	38	30	100	31	83	32	58	33	92	34	7	35	40	36	74	37	46	38	20	39	73	40	7	41	70	42	22	43	51	44	90	45	99	46	60	47	75	48	77	49	40	
	0	7	1	70	2	53	3	1	4	10	5	42	6	5	7	52	8	29	9	91	10	36	11	49	12	66	13	89	14	95	15	15	16	49	17	75	18	39	19	94	20	49	21	63	22	59	23	21	24	80	25	64	26	31	27	64	28	72	29	97	30	57	31	12	32	69	33	80	34	91	35	8	36	13	37	15	38	18	39	48	40	66	41	32	42	38	43	62	44	31	45	52	46	28	47	84	48	96	49	53	
	0	49	1	5	2	83	3	45	4	32	5	84	6	77	7	11	8	71	9	98	10	38	11	98	12	14	13	41	14	19	15	8	16	94	17	97	18	46	19	44	20	18	21	83	22	12	23	49	24	89	25	66	26	3	27	11	28	84	29	65	30	37	31	61	32	61	33	20	34	41	35	68	36	24	37	75	38	49	39	23	40	34	41	41	42	98	43	28	44	81	45	11	46	73	47	79	48	29	49	75	
	0	78	1	67	2	1	3	60	4	99	5	93	6	25	7	28	8	38	9	58	10	63	11	86	12	52	13	1	14	99	15	63	16	79	17	1	18	46	19	15	20	3	21	88	22	32	23	97	24	42	25	60	26	30	27	74	28	42	29	13	30	95	31	96	32	28	33	58	34	6	35	24	36	94	37	33	38	37	39	82	40	88	41	44	42	29	43	5	44	8	45	1	46	15	47	54	48	58	49	66	
	0	71	1	79	2	8	3	79	4	8	5	9	6	31	7	86	8	24	9	95	10	66	11	81	12	42	13	86	14	59	15	79	16	85	17	41	18	25	19	20	20	51	21	38	22	58	23	39	24	83	25	60	26	86	27	62	28	33	29	28	30	48	31	17	32	17	33	43	34	32	35	92	36	52	37	38	38	58	39	19	40	3	41	57	42	63	43	12	44	52	45	54	46	21	47	15	48	35	49	77	
	0	22	1	83	2	33	3	73	4	90	5	58	6	29	7	42	8	18	9	43	10	69	11	23	12	23	13	36	14	44	15	52	16	74	17	34	18	30	19	12	20	74	21	97	22	63	23	16	24	75	25	89	26	54	27	24	28	30	29	11	30	91	31	28	32	59	33	6	34	84	35	19	36	6	37	1	38	38	39	100	40	91	41	5	42	98	43	21	44	29	45	65	46	82	47	13	48	3	49	90	
	0	11	1	95	2	43	3	90	4	42	5	89	6	35	7	29	8	44	9	91	10	48	11	94	12	17	13	40	14	29	15	4	16	97	17	8	18	25	19	48	20	42	21	12	22	31	23	56	24	38	25	19	26	96	27	30	28	30	29	86	30	39	31	39	32	35	33	34	34	9	35	68	36	93	37	51	38	14	39	15	40	38	41	52	42	68	43	55	44	30	45	27	46	7	47	49	48	86	49	19	
	0	59	1	55	2	89	3	40	4	39	5	11	6	71	7	41	8	75	9	41	10	13	11	7	12	85	13	34	14	58	15	54	16	16	17	37	18	50	19	30	20	65	21	72	22	88	23	64	24	79	25	72	26	61	27	72	28	2	29	58	30	8	31	97	32	1	33	42	34	12	35	72	36	66	37	38	38	7	39	30	40	14	41	72	42	41	43	77	44	18	45	94	46	56	47	51	48	60	49	91	
	0	48	1	30	2	16	3	71	4	58	5	76	6	92	7	71	8	95	9	59	10	86	11	59	12	7	13	2	14	65	15	49	16	23	17	98	18	74	19	94	20	60	21	43	22	74	23	85	24	10	25	91	26	13	27	8	28	45	29	25	30	38	31	68	32	44	33	88	34	82	35	49	36	48	37	43	38	51	39	86	40	7	41	41	42	70	43	15	44	10	45	98	46	33	47	76	48	9	49	76	
	0	47	1	67	2	23	3	16	4	53	5	23	6	50	7	25	8	32	9	47	10	53	11	100	12	81	13	38	14	57	15	31	16	24	17	41	18	5	19	47	20	52	21	72	22	74	23	5	24	19	25	94	26	39	27	16	28	96	29	91	30	10	31	69	32	15	33	16	34	16	35	85	36	33	37	94	38	36	39	48	40	100	41	88	42	76	43	55	44	32	45	83	46	83	47	71	48	62	49	36	
	0	27	1	66	2	43	3	53	4	19	5	67	6	89	7	58	8	65	9	45	10	61	11	78	12	11	13	38	14	20	15	86	16	75	17	22	18	29	19	45	20	9	21	79	22	40	23	55	24	73	25	87	26	69	27	74	28	59	29	29	30	99	31	1	32	72	33	2	34	93	35	76	36	62	37	96	38	71	39	52	40	3	41	73	42	99	43	93	44	87	45	89	46	30	47	12	48	12	49	82	
	0	33	1	2	2	51	3	46	4	98	5	59	6	10	7	16	8	44	9	10	10	20	11	100	12	52	13	61	14	50	15	39	16	72	17	99	18	28	19	98	20	2	21	3	22	83	23	28	24	43	25	21	26	82	27	44	28	14	29	31	30	67	31	70	32	45	33	8	34	50	35	13	36	27	37	60	38	61	39	94	40	95	41	37	42	79	43	28	44	32	45	16	46	71	47	31	48	74	49	33	
	0	60	1	59	2	82	3	16	4	95	5	38	6	54	7	28	8	45	9	54	10	24	11	38	12	32	13	62	14	33	15	79	16	61	17	69	18	70	19	91	20	44	21	44	22	27	23	70	24	47	25	77	26	81	27	1	28	72	29	56	30	86	31	22	32	55	33	31	34	58	35	2	36	57	37	86	38	85	39	75	40	87	41	32	42	52	43	86	44	74	45	94	46	26	47	67	48	76	49	97	
	0	25	1	32	2	97	3	64	4	37	5	76	6	13	7	36	8	73	9	89	10	65	11	3	12	48	13	82	14	52	15	80	16	15	17	82	18	67	19	81	20	70	21	86	22	93	23	53	24	13	25	82	26	19	27	61	28	46	29	28	30	80	31	41	32	37	33	98	34	37	35	96	36	80	37	37	38	75	39	88	40	60	41	87	42	94	43	84	44	28	45	73	46	83	47	44	48	37	49	11	
	0	18	1	75	2	19	3	94	4	74	5	33	6	80	7	91	8	85	9	77	10	71	11	94	12	56	13	2	14	69	15	57	16	20	17	69	18	80	19	4	20	80	21	9	22	80	23	75	24	23	25	11	26	62	27	67	28	29	29	14	30	19	31	79	32	2	33	44	34	7	35	73	36	59	37	68	38	9	39	60	40	42	41	4	42	32	43	13	44	100	45	38	46	31	47	31	48	14	49	66	
	0	69	1	41	2	62	3	35	4	62	5	82	6	44	7	59	8	75	9	16	10	49	11	63	12	2	13	30	14	87	15	28	16	67	17	88	18	75	19	75	20	99	21	22	22	96	23	38	24	33	25	41	26	21	27	44	28	100	29	73	30	51	31	37	32	31	33	8	34	85	35	7	36	61	37	12	38	32	39	57	40	14	41	20	42	51	43	33	44	58	45	13	46	12	47	14	48	89	49	36	
