1000 20 1
20
	0	31	1	92	2	44	3	56	4	54	5	46	6	31	7	42	8	100	9	95	10	21	11	75	12	29	13	47	14	91	15	73	16	13	17	72	18	58	19	48	
	0	19	1	37	2	91	3	61	4	16	5	25	6	92	7	76	8	28	9	61	10	88	11	90	12	9	13	28	14	80	15	32	16	13	17	72	18	50	19	7	
	0	9	1	47	2	55	3	73	4	40	5	30	6	14	7	26	8	88	9	15	10	60	11	52	12	70	13	14	14	99	15	29	16	65	17	68	18	79	19	14	
	0	25	1	59	2	67	3	6	4	67	5	6	6	49	7	53	8	72	9	73	10	49	11	7	12	88	13	79	14	48	15	29	16	32	17	8	18	6	19	61	
	0	39	1	94	2	21	3	63	4	54	5	91	6	73	7	5	8	71	9	56	10	2	11	33	12	97	13	50	14	53	15	94	16	31	17	74	18	80	19	83	
	0	74	1	73	2	76	3	8	4	21	5	5	6	84	7	11	8	40	9	70	10	87	11	12	12	33	13	44	14	38	15	58	16	96	17	42	18	94	19	9	
	0	72	1	54	2	22	3	40	4	67	5	3	6	38	7	67	8	15	9	84	10	76	11	75	12	48	13	79	14	14	15	51	16	92	17	50	18	97	19	63	
	0	69	1	19	2	85	3	41	4	46	5	99	6	83	7	67	8	99	9	80	10	32	11	24	12	50	13	44	14	15	15	91	16	60	17	46	18	38	19	45	
	0	21	1	61	2	93	3	100	4	50	5	75	6	97	7	52	8	33	9	91	10	45	11	94	12	79	13	24	14	32	15	13	16	42	17	10	18	3	19	52	
	0	8	1	16	2	84	3	99	4	20	5	47	6	71	7	2	8	28	9	74	10	17	11	56	12	65	13	35	14	36	15	50	16	28	17	42	18	28	19	34	
	0	29	1	22	2	20	3	71	4	46	5	84	6	100	7	91	8	33	9	89	10	18	11	57	12	59	13	88	14	58	15	34	16	26	17	72	18	45	19	14	
	0	90	1	7	2	67	3	4	4	69	5	47	6	85	7	97	8	17	9	72	10	38	11	31	12	59	13	45	14	93	15	15	16	69	17	80	18	56	19	73	
	0	63	1	83	2	100	3	76	4	59	5	84	6	86	7	89	8	61	9	9	10	38	11	42	12	23	13	70	14	59	15	60	16	58	17	65	18	59	19	54	
	0	69	1	32	2	53	3	25	4	90	5	70	6	48	7	44	8	52	9	55	10	2	11	97	12	77	13	78	14	2	15	95	16	81	17	85	18	8	19	11	
	0	71	1	36	2	48	3	18	4	43	5	23	6	55	7	21	8	85	9	46	10	54	11	16	12	70	13	63	14	23	15	93	16	20	17	42	18	58	19	36	
	0	1	1	38	2	20	3	44	4	5	5	13	6	28	7	29	8	37	9	94	10	8	11	18	12	46	13	35	14	55	15	15	16	45	17	17	18	81	19	79	
	0	57	1	48	2	54	3	67	4	62	5	24	6	85	7	51	8	5	9	42	10	70	11	27	12	50	13	37	14	71	15	14	16	41	17	44	18	85	19	71	
	0	94	1	36	2	21	3	92	4	100	5	16	6	57	7	32	8	82	9	45	10	66	11	74	12	90	13	73	14	89	15	28	16	26	17	36	18	95	19	98	
	0	95	1	97	2	64	3	67	4	8	5	55	6	52	7	27	8	28	9	19	10	97	11	3	12	46	13	55	14	17	15	46	16	67	17	41	18	5	19	97	
	0	58	1	58	2	46	3	49	4	20	5	95	6	92	7	90	8	29	9	98	10	17	11	63	12	7	13	70	14	61	15	42	16	98	17	80	18	25	19	18	
	0	42	1	30	2	84	3	19	4	62	5	66	6	74	7	92	8	2	9	24	10	80	11	26	12	100	13	5	14	81	15	49	16	75	17	92	18	21	19	65	
	0	56	1	23	2	95	3	47	4	58	5	27	6	40	7	79	8	77	9	57	10	43	11	8	12	84	13	53	14	7	15	99	16	93	17	13	18	42	19	29	
	0	45	1	15	2	84	3	72	4	5	5	69	6	27	7	2	8	83	9	98	10	83	11	21	12	19	13	38	14	85	15	63	16	71	17	50	18	30	19	18	
	0	9	1	58	2	78	3	1	4	20	5	56	6	86	7	53	8	9	9	37	10	19	11	86	12	93	13	64	14	57	15	50	16	8	17	71	18	88	19	64	
	0	17	1	63	2	47	3	11	4	1	5	52	6	63	7	50	8	54	9	5	10	90	11	44	12	89	13	14	14	41	15	77	16	32	17	31	18	76	19	19	
	0	38	1	38	2	26	3	95	4	80	5	30	6	61	7	72	8	31	9	34	10	12	11	79	12	24	13	81	14	88	15	62	16	35	17	96	18	100	19	42	
	0	3	1	39	2	77	3	44	4	10	5	81	6	78	7	43	8	95	9	58	10	65	11	68	12	98	13	51	14	55	15	48	16	64	17	97	18	95	19	19	
	0	95	1	3	2	71	3	70	4	59	5	86	6	2	7	46	8	97	9	19	10	66	11	89	12	18	13	40	14	42	15	2	16	48	17	73	18	72	19	96	
	0	4	1	5	2	90	3	77	4	63	5	21	6	58	7	1	8	24	9	64	10	72	11	86	12	67	13	90	14	36	15	90	16	4	17	61	18	70	19	64	
	0	50	1	68	2	79	3	29	4	56	5	39	6	17	7	67	8	62	9	7	10	2	11	36	12	2	13	76	14	62	15	96	16	29	17	43	18	3	19	5	
	0	72	1	21	2	90	3	93	4	81	5	14	6	29	7	91	8	15	9	89	10	15	11	11	12	55	13	20	14	57	15	58	16	23	17	94	18	91	19	5	
	0	97	1	54	2	2	3	35	4	50	5	24	6	13	7	3	8	85	9	38	10	34	11	89	12	60	13	47	14	93	15	68	16	26	17	63	18	76	19	21	
	0	66	1	24	2	82	3	3	4	15	5	91	6	54	7	6	8	41	9	88	10	11	11	70	12	5	13	27	14	10	15	73	16	21	17	3	18	20	19	81	
	0	95	1	61	2	91	3	9	4	60	5	14	6	40	7	88	8	61	9	62	10	39	11	71	12	54	13	49	14	10	15	88	16	12	17	4	18	59	19	95	
	0	69	1	5	2	26	3	10	4	33	5	65	6	36	7	61	8	24	9	34	10	62	11	39	12	63	13	77	14	77	15	61	16	93	17	50	18	19	19	32	
	0	60	1	55	2	48	3	19	4	52	5	75	6	100	7	59	8	48	9	36	10	12	11	82	12	19	13	69	14	63	15	3	16	54	17	41	18	10	19	52	
	0	97	1	13	2	96	3	12	4	52	5	85	6	58	7	8	8	21	9	51	10	51	11	64	12	28	13	89	14	96	15	67	16	95	17	88	18	70	19	27	
	0	47	1	22	2	93	3	11	4	11	5	64	6	94	7	11	8	88	9	74	10	9	11	10	12	46	13	17	14	41	15	8	16	83	17	14	18	76	19	12	
	0	54	1	9	2	55	3	25	4	84	5	84	6	71	7	64	8	71	9	23	10	19	11	12	12	15	13	78	14	42	15	94	16	41	17	10	18	28	19	77	
	0	6	1	90	2	97	3	95	4	38	5	84	6	78	7	71	8	96	9	83	10	21	11	95	12	47	13	56	14	3	15	81	16	86	17	82	18	57	19	29	
	0	24	1	88	2	33	3	10	4	93	5	53	6	63	7	30	8	78	9	71	10	48	11	90	12	73	13	85	14	6	15	95	16	86	17	59	18	82	19	90	
	0	30	1	73	2	67	3	33	4	24	5	40	6	76	7	3	8	59	9	20	10	2	11	32	12	94	13	59	14	72	15	94	16	36	17	27	18	99	19	36	
	0	61	1	83	2	30	3	28	4	25	5	36	6	87	7	69	8	60	9	39	10	1	11	44	12	18	13	4	14	95	15	60	16	62	17	45	18	5	19	52	
	0	66	1	32	2	1	3	31	4	37	5	52	6	24	7	7	8	78	9	43	10	80	11	56	12	9	13	90	14	47	15	37	16	33	17	50	18	82	19	50	
	0	77	1	62	2	64	3	21	4	59	5	91	6	5	7	18	8	7	9	83	10	39	11	86	12	88	13	86	14	24	15	95	16	46	17	27	18	54	19	14	
	0	12	1	6	2	77	3	46	4	100	5	20	6	55	7	33	8	66	9	28	10	82	11	86	12	10	13	6	14	50	15	37	16	3	17	2	18	93	19	5	
	0	93	1	70	2	25	3	72	4	97	5	37	6	98	7	100	8	4	9	44	10	17	11	97	12	26	13	39	14	37	15	34	16	70	17	69	18	21	19	74	
	0	16	1	18	2	2	3	68	4	82	5	45	6	31	7	77	8	43	9	74	10	79	11	39	12	22	13	98	14	68	15	86	16	76	17	62	18	46	19	13	
	0	83	1	7	2	10	3	38	4	91	5	19	6	89	7	63	8	85	9	97	10	33	11	38	12	86	13	15	14	36	15	42	16	89	17	85	18	64	19	24	
	0	2	1	19	2	59	3	24	4	92	5	67	6	63	7	48	8	50	9	77	10	50	11	91	12	31	13	32	14	52	15	64	16	8	17	61	18	62	19	38	
	0	94	1	76	2	96	3	44	4	49	5	16	6	38	7	74	8	43	9	28	10	29	11	71	12	58	13	4	14	40	15	22	16	10	17	29	18	94	19	59	
	0	47	1	32	2	20	3	50	4	96	5	79	6	88	7	80	8	64	9	2	10	74	11	79	12	38	13	19	14	9	15	21	16	48	17	68	18	81	19	45	
	0	48	1	68	2	96	3	28	4	16	5	69	6	52	7	3	8	24	9	85	10	22	11	62	12	86	13	74	14	29	15	46	16	46	17	96	18	21	19	96	
	0	80	1	62	2	50	3	14	4	36	5	4	6	36	7	59	8	88	9	23	10	33	11	27	12	5	13	8	14	100	15	49	16	63	17	24	18	53	19	12	
	0	59	1	85	2	14	3	57	4	84	5	45	6	17	7	43	8	74	9	79	10	43	11	62	12	28	13	60	14	98	15	34	16	44	17	68	18	6	19	28	
	0	5	1	79	2	75	3	35	4	88	5	47	6	94	7	97	8	89	9	10	10	9	11	57	12	61	13	6	14	42	15	13	16	85	17	21	18	44	19	24	
	0	42	1	48	2	59	3	42	4	100	5	68	6	62	7	37	8	38	9	63	10	46	11	28	12	27	13	33	14	76	15	71	16	3	17	63	18	48	19	57	
	0	67	1	10	2	2	3	26	4	16	5	12	6	3	7	45	8	72	9	43	10	26	11	95	12	24	13	80	14	76	15	34	16	87	17	51	18	89	19	81	
	0	10	1	34	2	61	3	13	4	73	5	16	6	11	7	81	8	25	9	3	10	94	11	11	12	64	13	89	14	37	15	62	16	99	17	100	18	57	19	57	
	0	2	1	11	2	59	3	94	4	83	5	65	6	99	7	96	8	41	9	69	10	73	11	82	12	96	13	19	14	34	15	65	16	96	17	49	18	91	19	22	
	0	6	1	14	2	2	3	21	4	18	5	90	6	11	7	66	8	2	9	64	10	51	11	22	12	7	13	48	14	95	15	73	16	23	17	24	18	63	19	3	
	0	40	1	93	2	61	3	62	4	9	5	76	6	73	7	11	8	43	9	31	10	80	11	25	12	74	13	86	14	71	15	79	16	10	17	42	18	70	19	82	
	0	21	1	22	2	97	3	86	4	78	5	70	6	77	7	46	8	21	9	85	10	96	11	76	12	46	13	35	14	88	15	55	16	68	17	19	18	39	19	48	
	0	19	1	72	2	81	3	80	4	33	5	94	6	66	7	95	8	55	9	28	10	19	11	74	12	44	13	96	14	47	15	31	16	68	17	67	18	3	19	67	
	0	99	1	81	2	59	3	78	4	28	5	20	6	19	7	99	8	16	9	77	10	59	11	82	12	36	13	96	14	56	15	57	16	80	17	86	18	57	19	79	
	0	94	1	34	2	25	3	54	4	99	5	92	6	14	7	25	8	25	9	84	10	87	11	5	12	31	13	62	14	11	15	33	16	97	17	84	18	79	19	44	
	0	99	1	87	2	74	3	51	4	90	5	20	6	99	7	53	8	62	9	86	10	48	11	98	12	23	13	80	14	90	15	65	16	63	17	52	18	46	19	2	
	0	48	1	95	2	91	3	20	4	7	5	61	6	61	7	25	8	26	9	26	10	22	11	42	12	73	13	87	14	75	15	26	16	32	17	95	18	32	19	32	
	0	34	1	30	2	25	3	73	4	29	5	47	6	33	7	96	8	31	9	10	10	29	11	100	12	6	13	100	14	25	15	16	16	5	17	91	18	44	19	6	
	0	55	1	11	2	17	3	63	4	20	5	95	6	23	7	32	8	26	9	38	10	65	11	85	12	30	13	74	14	35	15	98	16	49	17	2	18	61	19	39	
	0	87	1	48	2	74	3	74	4	7	5	58	6	46	7	13	8	100	9	90	10	28	11	41	12	67	13	38	14	48	15	33	16	5	17	46	18	1	19	56	
	0	50	1	73	2	39	3	74	4	78	5	86	6	67	7	71	8	91	9	78	10	76	11	26	12	3	13	16	14	62	15	9	16	54	17	70	18	42	19	82	
	0	57	1	40	2	2	3	57	4	59	5	88	6	87	7	89	8	85	9	67	10	57	11	34	12	54	13	55	14	58	15	9	16	20	17	50	18	7	19	76	
	0	78	1	23	2	60	3	64	4	7	5	68	6	71	7	19	8	72	9	31	10	5	11	8	12	66	13	95	14	81	15	83	16	71	17	76	18	38	19	83	
	0	7	1	4	2	84	3	66	4	55	5	56	6	58	7	11	8	37	9	26	10	11	11	27	12	71	13	40	14	90	15	42	16	67	17	86	18	65	19	2	
	0	12	1	38	2	43	3	71	4	85	5	37	6	14	7	45	8	30	9	27	10	97	11	31	12	51	13	32	14	69	15	45	16	20	17	1	18	11	19	100	
	0	74	1	90	2	30	3	78	4	78	5	38	6	95	7	52	8	72	9	37	10	75	11	98	12	20	13	7	14	76	15	26	16	84	17	16	18	44	19	57	
	0	85	1	20	2	87	3	12	4	85	5	22	6	48	7	94	8	18	9	82	10	92	11	11	12	14	13	62	14	28	15	80	16	74	17	28	18	29	19	10	
	0	77	1	9	2	29	3	41	4	41	5	4	6	79	7	39	8	21	9	94	10	63	11	47	12	4	13	92	14	58	15	79	16	93	17	4	18	46	19	93	
