1000 50 1
50
	0	38	1	99	2	3	3	59	4	49	5	93	6	86	7	73	8	39	9	78	10	20	11	74	12	8	13	70	14	90	15	80	16	84	17	67	18	69	19	67	20	34	21	28	22	94	23	68	24	63	25	92	26	19	27	27	28	59	29	24	30	19	31	33	32	4	33	15	34	67	35	23	36	32	37	23	38	29	39	2	40	8	41	18	42	14	43	68	44	35	45	61	46	49	47	65	48	39	49	46	
	0	91	1	51	2	9	3	5	4	58	5	36	6	52	7	63	8	66	9	37	10	36	11	54	12	58	13	93	14	46	15	81	16	52	17	44	18	11	19	4	20	44	21	26	22	55	23	62	24	59	25	12	26	23	27	79	28	61	29	4	30	2	31	49	32	32	33	22	34	13	35	14	36	40	37	52	38	98	39	67	40	21	41	92	42	64	43	89	44	92	45	21	46	98	47	1	48	11	49	54	
	0	49	1	92	2	11	3	27	4	40	5	8	6	27	7	54	8	75	9	93	10	62	11	27	12	80	13	71	14	73	15	49	16	79	17	5	18	69	19	16	20	47	21	5	22	81	23	55	24	70	25	22	26	85	27	90	28	2	29	39	30	43	31	78	32	19	33	22	34	13	35	98	36	39	37	57	38	92	39	70	40	28	41	82	42	8	43	92	44	13	45	46	46	42	47	54	48	38	49	63	
	0	71	1	87	2	65	3	35	4	30	5	82	6	51	7	53	8	97	9	88	10	8	11	16	12	64	13	47	14	37	15	42	16	8	17	51	18	4	19	66	20	84	21	37	22	98	23	75	24	31	25	92	26	45	27	25	28	54	29	83	30	83	31	67	32	79	33	34	34	63	35	98	36	38	37	81	38	43	39	89	40	100	41	43	42	48	43	10	44	59	45	5	46	35	47	45	48	87	49	49	
	0	48	1	41	2	79	3	90	4	81	5	87	6	27	7	22	8	88	9	60	10	21	11	100	12	62	13	59	14	45	15	17	16	53	17	19	18	100	19	85	20	77	21	6	22	14	23	63	24	28	25	50	26	12	27	28	28	44	29	31	30	89	31	18	32	54	33	100	34	52	35	10	36	72	37	3	38	95	39	96	40	6	41	34	42	75	43	75	44	70	45	83	46	21	47	56	48	60	49	44	
	0	85	1	37	2	2	3	33	4	58	5	11	6	77	7	80	8	58	9	13	10	88	11	15	12	68	13	60	14	61	15	5	16	11	17	15	18	35	19	10	20	49	21	68	22	80	23	9	24	45	25	58	26	76	27	68	28	83	29	50	30	42	31	55	32	71	33	41	34	30	35	74	36	62	37	68	38	68	39	89	40	77	41	99	42	37	43	34	44	18	45	32	46	51	47	1	48	69	49	35	
	0	48	1	33	2	43	3	31	4	100	5	48	6	31	7	20	8	20	9	1	10	23	11	9	12	9	13	78	14	42	15	46	16	20	17	20	18	32	19	58	20	52	21	51	22	17	23	94	24	89	25	31	26	44	27	62	28	44	29	9	30	89	31	90	32	53	33	12	34	86	35	33	36	32	37	23	38	60	39	54	40	53	41	99	42	44	43	3	44	67	45	63	46	12	47	7	48	57	49	40	
	0	5	1	97	2	1	3	80	4	24	5	43	6	1	7	59	8	34	9	13	10	62	11	96	12	23	13	70	14	67	15	34	16	83	17	42	18	63	19	42	20	84	21	90	22	33	23	26	24	64	25	81	26	62	27	56	28	24	29	12	30	45	31	69	32	41	33	44	34	31	35	10	36	31	37	57	38	32	39	93	40	52	41	62	42	22	43	5	44	96	45	85	46	5	47	55	48	32	49	33	
	0	33	1	49	2	31	3	58	4	53	5	25	6	21	7	75	8	29	9	47	10	15	11	77	12	31	13	72	14	84	15	4	16	70	17	67	18	56	19	60	20	27	21	62	22	66	23	62	24	1	25	74	26	51	27	86	28	24	29	40	30	34	31	59	32	75	33	68	34	30	35	74	36	12	37	100	38	45	39	56	40	4	41	6	42	15	43	95	44	100	45	48	46	58	47	65	48	6	49	29	
	0	86	1	68	2	30	3	5	4	16	5	18	6	6	7	1	8	53	9	29	10	12	11	69	12	33	13	4	14	3	15	7	16	93	17	24	18	44	19	4	20	82	21	17	22	56	23	51	24	8	25	21	26	47	27	74	28	39	29	27	30	100	31	82	32	90	33	38	34	76	35	39	36	94	37	1	38	97	39	16	40	69	41	7	42	4	43	29	44	76	45	16	46	67	47	94	48	83	49	14	
	0	13	1	89	2	21	3	94	4	99	5	93	6	68	7	99	8	66	9	21	10	27	11	82	12	51	13	56	14	11	15	37	16	62	17	91	18	95	19	25	20	94	21	70	22	24	23	11	24	53	25	76	26	65	27	22	28	34	29	89	30	20	31	31	32	85	33	86	34	42	35	35	36	51	37	24	38	30	39	34	40	26	41	34	42	10	43	85	44	38	45	57	46	37	47	73	48	4	49	58	
	0	33	1	12	2	29	3	99	4	13	5	69	6	19	7	60	8	11	9	19	10	3	11	28	12	81	13	60	14	10	15	80	16	1	17	88	18	63	19	83	20	7	21	89	22	6	23	61	24	91	25	73	26	31	27	88	28	97	29	79	30	17	31	71	32	42	33	20	34	23	35	78	36	80	37	26	38	53	39	38	40	85	41	67	42	41	43	35	44	49	45	51	46	72	47	2	48	90	49	92	
